@relation 'supermarket-weka.filters.unsupervised.attribute.Remove-R1-9,11,57,70,79-81,88-89,98,100-102,107-114,116-120,122-130,137-179,189,192-199,201-216-weka.filters.unsupervised.attribute.Remove-R106'

@attribute 'grocery misc' {t}
@attribute 'baby needs' {t}
@attribute 'bread and cake' {t}
@attribute 'baking needs' {t}
@attribute coupons {t}
@attribute juice-sat-cord-ms {t}
@attribute tea {t}
@attribute biscuits {t}
@attribute 'canned fish-meat' {t}
@attribute 'canned fruit' {t}
@attribute 'canned vegetables' {t}
@attribute 'breakfast food' {t}
@attribute 'cigs-tobacco pkts' {t}
@attribute 'cigarette cartons' {t}
@attribute cleaners-polishers {t}
@attribute coffee {t}
@attribute sauces-gravy-pkle {t}
@attribute confectionary {t}
@attribute puddings-deserts {t}
@attribute dishcloths-scour {t}
@attribute deod-disinfectant {t}
@attribute 'frozen foods' {t}
@attribute 'razor blades' {t}
@attribute 'fuels-garden aids' {t}
@attribute spices {t}
@attribute jams-spreads {t}
@attribute insecticides {t}
@attribute 'pet foods' {t}
@attribute 'laundry needs' {t}
@attribute 'party snack foods' {t}
@attribute 'tissues-paper prd' {t}
@attribute wrapping {t}
@attribute 'dried vegetables' {t}
@attribute 'pkt-canned soup' {t}
@attribute 'soft drinks' {t}
@attribute 'health food other' {t}
@attribute 'beverages hot' {t}
@attribute 'health&beauty misc' {t}
@attribute deodorants-soap {t}
@attribute 'mens toiletries' {t}
@attribute medicines {t}
@attribute haircare {t}
@attribute 'dental needs' {t}
@attribute lotions-creams {t}
@attribute 'sanitary pads' {t}
@attribute cough-cold-pain {t}
@attribute 'meat misc' {t}
@attribute cheese {t}
@attribute chickens {t}
@attribute milk-cream {t}
@attribute cold-meats {t}
@attribute 'deli gourmet' {t}
@attribute margarine {t}
@attribute salads {t}
@attribute 'small goods' {t}
@attribute 'dairy foods' {t}
@attribute 'fruit drinks' {t}
@attribute 'delicatessen misc' {t}
@attribute beef {t}
@attribute hogget {t}
@attribute lamb {t}
@attribute 'pet food' {t}
@attribute pork {t}
@attribute poultry {t}
@attribute veal {t}
@attribute 'gourmet meat' {t}
@attribute 'produce misc' {t}
@attribute fruit {t}
@attribute plants {t}
@attribute potatoes {t}
@attribute vegetables {t}
@attribute flowers {t}
@attribute 'variety misc' {t}
@attribute brushware {t}
@attribute electrical {t}
@attribute haberdashery {t}
@attribute kitchen {t}
@attribute manchester {t}
@attribute pantyhose {t}
@attribute plasticware {t}
@attribute stationary {t}
@attribute 'prepared meals' {t}
@attribute 'preserving needs' {t}
@attribute condiments {t}
@attribute 'cooking oils' {t}
@attribute 'health food bulk' {t}
@attribute 'bake off products' {t}
@attribute 'small goods2' {t}
@attribute offal {t}
@attribute mutton {t}
@attribute 'trim pork' {t}
@attribute 'trim lamb' {t}
@attribute 'imported cheese' {t}
@attribute 'casks white wine' {t}
@attribute 'casks red wine' {t}
@attribute '750ml white nz' {t}
@attribute '750ml red nz' {t}
@attribute '750ml white imp' {t}
@attribute '750ml red imp' {t}
@attribute 'sparkling nz' {t}
@attribute 'sparkling imp' {t}
@attribute 'brew kits/accesry' {t}
@attribute 'port and sherry' {t}
@attribute 'ctrled label wine' {t}
@attribute 'non host support' {t}

@data
?,?,?,t,?,?,t,t,?,t,t,t,?,?,t,?,t,t,?,t,?,t,?,?,?,t,?,?,t,?,t,?,?,?,?,t,?,?,t,?,?,?,t,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,t,t,t,?,?,?,?,?,?,t,t,?,t,?,?,t,?,?,?,?,?,?,t,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,t,t,?,t,?,?,t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,t,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,t,?,?,?,?,?,t,?,?,t,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,?,t,t,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,t,t,?,t,?,?,?,t,?,t,?,?,t,?,?,?,t,?,?,t,?,?,?,t,?,?,t,t,t,t,?,?,?,?,?,?,t,?,?,?,t,?,t,?,?,t,?,t,t,?,t,?,?,t,?,?,t,?,t,?,?,?,?,?,?,t,?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,?,t,?,?,t,?,?,?,?,?,t,?,?,t,?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,?,t,t,?,t,?,?,?,t,t,?,?,?,?,?,?,t,?,t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,t,t,t,?,?,?,t,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,t,?,?,?,t,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,t,t,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,t,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,t,?,?,?,?,?,t,?,?,t,?,?,t,?,?,?,t,?,?,?,?,?,?,t,t,t,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,t,?,t,?,?,?,?,?,t,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,?,?,?,t,t,?,t,?,?,?,?,t,?,?,?,t,t,?,?,?,?,?,t,t,?,t,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,t,?,?,t,t,?,?,?,?,t,?,?,t,?,t,?,?,?,t,?,?,?,t,?,t,?,?,?,t,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,?,?,?,t,t,t,?,?,?,t,t,?,?,t,?,t,?,?,t,?,?,?,t,?,?,?,?,?,?,t,t,?,?,?,?,t,?,?,?,?,?,t,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,t,t,?,t,?,t,?,?,?,t,?,?,?,t,t,t,t,?,?,t,?,?,?,t,?,?,t,t,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,t,?,t,?,?,t,?,t,t,?,?,?,?,?,?,?,t,?,?,?,t,?,?,t,?,t,?,?,?,t,?,?,?,t,t,?,?,t,?,t,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?
?,t,t,t,?,t,?,t,t,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,t,?,t,t,?,?,?,?,t,?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,t,t,t,t,?,t,?,?,t,t,t,t,?,?,?,?,?,?,?,?,?,t,t,t,t,t,?,?,t,?,t,?,t,?,?,t,?,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,?,t,?,?,?,t,?,?,?,?,t,?,?,?,?,t,?,t,?,?,?,t,t,t,t,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,t,?,?,?,?,t,?,?,?,t,?,?,?,?,t,?,t,?,?,t,?,t,t,?,?,t,?,t,t,t,?,?,?,?,t,?,t,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,?,?,t,?,?,?,?,?,?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,t,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,t,?,t,?,?,t,t,?,?,?,?,t,t,?,?,?,t,?,?,?,t,?,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,?,?,t,?,?,t,?,t,?,?,t,?,?,?,t,?,t,t,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,?,?,t,t,t,t,?,?,?,?,t,t,t,?,?,?,t,?,?,?,?,?,t,t,t,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,?,t,?,?,t,t,?,?,t,?,t,t,t,t,?,t,?,t,t,t,?,?,t,t,t,?,?,t,t,?,?,?,t,t,?,t,?,t,?,?,?,t,?,t,?,?,t,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,t,t,?,t,?,?,?,t,?,t,?,?,?,t,?,?,t,?,?,?,?,?,t,t,?,?,?,?,?,t,?,?,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?
?,?,?,?,?,t,?,?,t,?,t,?,?,?,t,t,t,?,?,?,?,?,?,?,?,?,?,?,t,t,t,?,?,t,t,?,?,?,t,?,?,?,t,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,?,?,?,?,t,?,t,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,?,t,?,?,t,t,?,?,t,t,t,t,?,?,?,t,?,?,?,?,?,?,t,?,t,?,?,?,t,?,?,?,t,?,?,?,t,?,t,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,t,?,?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,t,t,t,?,?,?,?,?,?,t,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,t,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,?,?,t,?,t,?,?,?,?,?,t,t,t,t,?,t,t,?,?,?,?,?,t,?,?,t,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,t,t,?,t,?,t,?,?,t,?,t,?,?,t,t,t,t,?,?,t,?,?,?,t,?,?,t,t,t,?,?,?,t,?,?,?,?,?,t,?,?,?,t,t,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,t,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,?,?,t,?,?,?,t,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,t,?,t,t,t,t,t,?,?,?,?,t,?,t,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,?,t,?,t,?,t,t,t,t,t,?,?,t,?,t,t,t,?,?,t,?,?,?,t,t,?,t,t,t,t,?,?,t,?,t,?,t,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,?,t,t,t,t,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,t,t,t,?,t,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,?,t,?,t,t,t,?,?,t,t,t,?,t,t,?,t,?,?,?,?,?,t,t,?,t,t,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,t,t,?,t,?,t,?,?,?,t,?,?,t,?,t,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,?,?,?,t,?,?,?,t,?,t,t,?,?,?,?,t,t,?,?,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,t,?,t,?,?,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
t,?,t,t,?,t,?,t,t,?,?,t,t,?,?,t,t,t,?,?,?,t,t,?,?,t,t,t,t,t,t,t,?,?,t,?,t,?,t,?,?,t,?,?,t,?,?,t,?,t,?,?,t,?,?,t,?,?,t,?,t,?,t,t,?,?,?,t,?,?,t,?,?,?,t,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,t,t,?,t,?,t,?,?,?,t,?,?,?,t,t,?,?,?,?,?,?,?,t,?,t,t,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,?,?,t,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,t,?,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,t,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,?,t,?,t,t,t,?,?,t,?,t,?,?,?,t,t,?,?,?,t,?,t,?,t,t,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,t,t,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t,?,t,t,?,?,?,t,t,?,t,?,?,?,t,?,?,?,t,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,?,t,?,?,t,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,t,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,t,?,?,t,?,?,?,?,?,?,?,t,t,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,t,?,?,?,t,t,t,t,?,t,?,?,?,t,?,?,?,?,t,?,?,?,t,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,t,?,?,t,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,?,?,t,?,t,?,?,t,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,t,?,?,?,?,t,?,t,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,t,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?
?,?,t,t,?,?,?,t,t,?,?,t,?,?,?,?,t,?,?,?,?,t,?,?,t,?,?,?,t,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,?,t,?,?,?,t,?,?,t,t,?,?,?,?,?,t,?,?,?,t,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,?,?,?,?,?,?,?,?,t,?,t,?,t,?,?,t,?,?,?,?,?,?,t,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,t,?,t,?,?,t,?,t,t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,?,t,?,?,?,?,?,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,t,?,?,t,?,?,?,?,?,t,?,?,?,?,t,?,?,?,t,?,?,t,?,t,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,?,t,?,t,t,t,t,?,?,t,t,?,?,?,?,t,?,?,t,?,?,?,t,t,t,t,?,?,?,t,?,?,t,?,?,t,t,?,?,?,?,t,?,t,?,?,t,?,?,t,?,?,t,?,?,?,?,t,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,t,t,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,t,t,t,?,t,?,?,?,?,?,?,?,?,t,?,?,?,t,?,?,?,?,?,?,t,t,t,t,t,?,?,?,?,t,?,?,?,?,?,?,t,?,?,?,t,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
